0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135
1,1.0,0.007183643396573955,0.009209799226376865,0.005525879535826119,0.009393995210904402,0.004052311659605821,0.008473015288266716,0.00957819119543194,0.0108675630871247,0.007920427334684104,0.006999447412046418,0.002394547798857985,0.011051759071652238,0.004052311659605821,0.005341683551298581,0.009393995210904402,0.007367839381101492,0.009946583164487014,0.008473015288266716,0.009393995210904402,0.0033155277214956713,0.0038681156750782833,0.010499171118069627,0.008104623319211642,0.006078467489408731,0.009209799226376865,0.008473015288266716,0.009946583164487014,0.006446859458463805,0.00957819119543194,0.005157487566771045,0.008104623319211642,0.00957819119543194,0.00884140725732179,0.00681525142751888,0.007183643396573955,0.007367839381101492,0.006078467489408731,0.009762387179959477,0.005894271504881194,0.012341130963345,0.008104623319211642,0.005157487566771045,0.006446859458463805,0.011235955056179775,0.006446859458463805,0.009025603241849327,0.009762387179959477,0.00957819119543194,0.005710075520353656,0.00884140725732179,0.009762387179959477,0.011420151040707312,0.009393995210904402,0.008104623319211642,0.006631055442991343,0.0108675630871247,0.004604899613188432,0.004420703628660895,0.010130779149014552,0.005341683551298581,0.00884140725732179,0.005894271504881194,0.004604899613188432,0.004052311659605821,0.009209799226376865,0.009209799226376865,0.010130779149014552,0.006446859458463805,0.007920427334684104,0.005894271504881194,0.006262663473936269,0.004420703628660895,0.006999447412046418,0.004236507644133358,0.010499171118069627,0.00478909559771597,0.004420703628660895,0.0108675630871247,0.004420703628660895,0.008473015288266716,0.010683367102597163,0.00884140725732179,0.005525879535826119,0.006078467489408731,0.006631055442991343,0.008657211272794254,0.00957819119543194,0.006078467489408731,0.006631055442991343,0.011051759071652238,0.008104623319211642,0.008657211272794254,0.006262663473936269,0.009025603241849327,0.006078467489408731,0.008657211272794254,0.006631055442991343,0.006078467489408731,0.004236507644133358,0.005894271504881194,0.007552035365629029,0.009025603241849327,0.007183643396573955,0.005341683551298581,0.007920427334684104,0.00681525142751888,0.00957819119543194,0.008288819303739179,0.009209799226376865,0.006262663473936269,0.0038681156750782833,0.01160434702523485,0.0033155277214956713,0.003499723706023209,0.008104623319211642,0.005157487566771045,0.01160434702523485,0.006631055442991343,0.006631055442991343,0.005894271504881194,0.003499723706023209,0.008657211272794254,0.002394547798857985,0.00884140725732179,0.00681525142751888,0.0108675630871247,0.007920427334684104,0.005710075520353656,0.004236507644133358,0.009946583164487014,0.005710075520353656,0.00957819119543194,0.008473015288266716,0.006631055442991343
2,0.0016942525739606412,1.0,0.015335157913028368,0.005082757721881923,0.009166340848863981,0.0058647204483252965,0.005777835700942699,0.004518006863895043,0.013597462965376427,0.008514705243494505,0.011990095138798383,0.0017376949476519397,0.00838437812242061,0.0039532560059081625,0.006299144185238282,0.00781962726443373,0.008297493375038012,0.015204830791954472,0.006733567922151266,0.009166340848863981,0.002910639037316999,0.0040835831269820586,0.011946652765107086,0.005082757721881923,0.0068204526695338635,0.011164690038663713,0.010817151049133325,0.010556496806985534,0.005039315348190625,0.005951605195707894,0.00547373908510361,0.007906512011816325,0.009861418827924759,0.0036491593900690733,0.0034753898953038794,0.0058647204483252965,0.00690733741691646,0.0068204526695338635,0.007254876406446848,0.006299144185238282,0.008036839132890222,0.004822103479734133,0.010556496806985534,0.004995872974499327,0.011121247664972415,0.005256527216647117,0.0031278509057734915,0.012337634128328771,0.008254051001346713,0.004431122116512446,0.007037664537990356,0.0066901255484599674,0.01038272731222034,0.00603848994309049,0.011381901907120205,0.004431122116512446,0.009383552717320474,0.005082757721881923,0.005734393327251401,0.010904035796515922,0.005082757721881923,0.0068204526695338635,0.0052130848429558195,0.0065163560536947735,0.006081932316781789,0.009253225596246578,0.009253225596246578,0.009817976454233459,0.010513054433294235,0.011425344280811503,0.004778661106042834,0.005951605195707894,0.00690733741691646,0.00721143403275555,0.0033885051479212824,0.011555671401885398,0.004778661106042834,0.005082757721881923,0.009557322212085669,0.005386854337721013,0.008775359485642295,0.004865545853425431,0.012120422259872279,0.007732742517051132,0.008167166253964117,0.0040835831269820586,0.010513054433294235,0.010730266301750727,0.003431947521612581,0.006386028932620878,0.012467961249402667,0.0039532560059081625,0.00690733741691646,0.0052130848429558195,0.010773708675442027,0.007863069638125027,0.007993396759198922,0.008688474738259698,0.007602415395977236,0.007081106911681654,0.004387679742821148,0.006863895043225162,0.011077805291281115,0.008297493375038012,0.004431122116512446,0.006472913680003476,0.004127025500673356,0.0076458577696685345,0.007949954385507624,0.008862244233024893,0.005082757721881923,0.006125374690473088,0.01094747817020722,0.004387679742821148,0.0027803119162431037,0.011685998522959295,0.008862244233024893,0.01329336634953734,0.009991745948998654,0.010122073070072549,0.005299969590338416,0.0047352187323515356,0.010556496806985534,0.0015204830791954473,0.009644206959468266,0.008992571354098788,0.012815500238933056,0.004431122116512446,0.008601589990877102,0.004170467874364655,0.010122073070072549,0.006212259437855684,0.011729440896650593,0.00894912898040749,0.0018680220687258351
3,0.0017906385417039716,0.01264190810443004,1.0,0.005371915625111915,0.008881567166851699,0.004727285750098485,0.005873294416789027,0.004655660208430327,0.013608852916950184,0.009024818250188017,0.012964223041936755,0.0017548257708698922,0.008380188375174588,0.0040468431042509755,0.005586792250116391,0.00823693729183827,0.008989005479353938,0.015041363750313362,0.006911864770977331,0.009382945958528812,0.002650145041721878,0.0041542814167532145,0.01206890377108477,0.005157039000107438,0.006553737062636536,0.01135264835440318,0.011388461125237259,0.010385703541883036,0.005085413458439279,0.006517924291802457,0.005300290083443756,0.007807184041829316,0.009812699208537765,0.003975217562582817,0.003473838770905705,0.005622605020950471,0.006553737062636536,0.006840239229309172,0.006768613687641012,0.006804426458475092,0.008272750062672349,0.0050496006876052,0.010600580166887513,0.004584034666762167,0.011173584500232783,0.0051212262292733585,0.0032589621459012284,0.012176342083587007,0.008523439458510905,0.0038677792500805786,0.006876052000143251,0.007019303083479569,0.010851269562726067,0.005801668875120868,0.012140529312752928,0.004476596354259929,0.009705260896035526,0.004906349604268882,0.0055151667084482325,0.01146008666690542,0.004476596354259929,0.006517924291802457,0.005407728395945994,0.006876052000143251,0.005873294416789027,0.00952619704186513,0.009633635354367367,0.009597822583533288,0.010779644021057909,0.011854027146080292,0.00501378791677112,0.005622605020950471,0.006732800916806933,0.007484869104322602,0.003652902625076102,0.011710776062743974,0.004870536833434803,0.005264477312609677,0.009633635354367367,0.005300290083443756,0.008989005479353938,0.005300290083443756,0.012534469791927802,0.007699745729327078,0.007413243562654443,0.004118468645919135,0.009776886437703684,0.010600580166887513,0.0032589621459012284,0.00633886043763206,0.01257028256276188,0.004082655875085055,0.007019303083479569,0.004942162375102962,0.011388461125237259,0.00759230741682484,0.008022060666833792,0.007914622354331555,0.00755649464599076,0.006696988145972854,0.0036887153959101818,0.006625362604304695,0.01135264835440318,0.008666690541847223,0.004798911291766644,0.006696988145972854,0.004011030333416896,0.007771371270995237,0.00816531175017011,0.009347133187694732,0.005407728395945994,0.0059091071876231065,0.011245210041900941,0.004369158041757691,0.002865021666726355,0.010815456791891989,0.008774128854349462,0.014360921104465853,0.009812699208537765,0.009920137521040004,0.005550979479282312,0.00440497081259177,0.0100992013752104,0.0014325108333631774,0.009741073666869606,0.008308562833506429,0.013143286896107153,0.004548221895928088,0.00755649464599076,0.0041542814167532145,0.009669448125201447,0.005765856104286789,0.012355405937757405,0.009597822583533288,0.00189807685420621
4,0.0025737817433081674,0.010037748798901854,0.012868908716540837,1.0,0.008407687028140013,0.0043754289636238845,0.006434454358270419,0.005662319835277968,0.012182566918325326,0.008493479752916953,0.009694577899794098,0.0017158544955387784,0.009094028826355524,0.00549073438572409,0.0057481125600549075,0.007635552505147564,0.008407687028140013,0.012439945092656142,0.009008236101578587,0.009866163349347975,0.0035175017158544956,0.00471859986273164,0.01106726149622512,0.006606039807824296,0.0068634179821551134,0.01029512697323267,0.010037748798901854,0.00943719972546328,0.005919698009608785,0.008064516129032258,0.005404941660947152,0.009265614275909403,0.010380919698009609,0.004890185312285518,0.004461221688400824,0.0068634179821551134,0.0075497597803706245,0.006949210706932052,0.007721345229924502,0.006262868908716541,0.009094028826355524,0.005061770761839396,0.007978723404255319,0.0036890871654083734,0.011582017844886754,0.004890185312285518,0.003345916266300618,0.012010981468771447,0.009351407000686342,0.0043754289636238845,0.007721345229924502,0.007807137954701442,0.012439945092656142,0.00471859986273164,0.01098146877144818,0.00557652711050103,0.009265614275909403,0.0057481125600549075,0.005833905284831846,0.012010981468771447,0.0043754289636238845,0.007892930679478381,0.006606039807824296,0.006691832532601236,0.005147563486616335,0.009951956074124914,0.009866163349347975,0.009265614275909403,0.008750857927247769,0.010552505147563486,0.005833905284831846,0.006262868908716541,0.006262868908716541,0.005404941660947152,0.0046328071379547016,0.011496225120109815,0.004975978037062457,0.005662319835277968,0.010123541523678793,0.0046328071379547016,0.009866163349347975,0.005833905284831846,0.01115305422100206,0.006691832532601236,0.008064516129032258,0.005147563486616335,0.009780370624571036,0.010552505147563486,0.003002745367192862,0.007463967055593686,0.01183939601921757,0.005061770761839396,0.008064516129032258,0.004289636238846946,0.008321894303363074,0.006091283459162663,0.006777625257378174,0.008407687028140013,0.00634866163349348,0.0068634179821551134,0.0035175017158544956,0.005319148936170213,0.01020933424845573,0.008064516129032258,0.006520247083047358,0.006777625257378174,0.005233356211393274,0.008665065202470831,0.009694577899794098,0.00952299245024022,0.005147563486616335,0.004289636238846946,0.010895676046671241,0.004975978037062457,0.002916952642415923,0.009866163349347975,0.006520247083047358,0.013040494166094716,0.008579272477693892,0.007635552505147564,0.005404941660947152,0.004461221688400824,0.0075497597803706245,0.0019732326698695952,0.010380919698009609,0.009265614275909403,0.014070006863417982,0.004804392587508579,0.0072923816060398074,0.00471859986273164,0.009265614275909403,0.00549073438572409,0.012182566918325326,0.010037748798901854,0.0018016472203157172
5,0.002401469134058483,0.009935489946790978,0.011677732259735368,0.004614587747798654,1.0,0.004379149597400763,0.008287422894005745,0.005838866129867684,0.013137448792202288,0.010218015727268447,0.009982577576870556,0.0017893299430239676,0.010735979658143806,0.0044262372274803405,0.005462165089231059,0.009511701276074775,0.008051984743607854,0.011960258040212836,0.008287422894005745,0.010500541507745915,0.002872345434854264,0.004002448556764138,0.012242783820690304,0.006733531101379668,0.00692188162169798,0.01035927861750718,0.009229175495597307,0.009794227056552243,0.004473324857559919,0.007534020812732495,0.0044262372274803405,0.007722371333050808,0.011065593068700853,0.005367989829071903,0.002872345434854264,0.006451005320902199,0.008099072373687432,0.007722371333050808,0.009558788906154353,0.006451005320902199,0.009417526015915618,0.005697603239628949,0.007957809483448697,0.0048971135282761214,0.011489381739417055,0.005744690869708528,0.0036728351462070913,0.011065593068700853,0.009794227056552243,0.0049442011583557,0.007769458963130385,0.007628196072891651,0.01115976832886001,0.006780618731459246,0.00889956208504026,0.0050854640485944345,0.009982577576870556,0.005650515609549371,0.0050854640485944345,0.011253943589019164,0.004850025898196544,0.008193247633846589,0.006262654800583887,0.005367989829071903,0.004049536186843716,0.010500541507745915,0.009794227056552243,0.010594716767905072,0.009558788906154353,0.009182087865517729,0.005367989829071903,0.006074304280265575,0.005367989829071903,0.007298582662334604,0.004379149597400763,0.01261948486132693,0.0058859537599472616,0.005038376418514856,0.010735979658143806,0.004850025898196544,0.009229175495597307,0.007628196072891651,0.010312190987427602,0.006733531101379668,0.006827706361538823,0.0048971135282761214,0.0098884023167114,0.011301031219098742,0.0032961341055704665,0.006592268211140933,0.011065593068700853,0.004708763007957809,0.008475773414324057,0.004850025898196544,0.008617036304562791,0.00692188162169798,0.009040824975278994,0.007957809483448697,0.008004897113528276,0.00517963930875359,0.0033432217356500447,0.005697603239628949,0.010830154918302961,0.007251495032255027,0.004614587747798654,0.007063144511936714,0.004850025898196544,0.009935489946790978,0.008569948674483213,0.009511701276074775,0.005509252719310637,0.005744690869708528,0.012384046710929039,0.0037199227762866696,0.0020718557235014363,0.009794227056552243,0.007769458963130385,0.01233695908084946,0.007439845552573339,0.00866412393464237,0.00517963930875359,0.0033432217356500447,0.009182087865517729,0.001459716532466921,0.010406366247586759,0.008522861044403635,0.012054433300371993,0.0047558506380373875,0.007298582662334604,0.0049442011583557,0.011018505438621274,0.0049442011583557,0.011442294109337477,0.009841314686631821,0.001930592833262702
6,0.002269210933470861,0.013924703455389376,0.013615265600825167,0.005260443527591542,0.00959257349149046,1.0,0.00556988138215575,0.004022692109334708,0.013512119649303765,0.008251676121712223,0.013099535843218154,0.0020629190304280558,0.006910778751933987,0.002991232594120681,0.005673027333677153,0.00887055183084064,0.005363589479112945,0.014543579164517793,0.005673027333677153,0.008664259927797834,0.002269210933470861,0.004022692109334708,0.013512119649303765,0.002888086642599278,0.005982465188241362,0.011655492521918515,0.01072717895822589,0.012068076328004126,0.007839092315626612,0.007735946364105209,0.00701392470345539,0.005879319236719959,0.009489427539969056,0.0030943785456420837,0.004332129963898917,0.003919546157813306,0.004951005673027334,0.007220216606498195,0.007735946364105209,0.0073233625580195975,0.003919546157813306,0.004847859721505931,0.013718411552346571,0.006188757091284167,0.009489427539969056,0.005466735430634348,0.0031975244971634864,0.011758638473439918,0.007632800412583806,0.004744713769984528,0.005157297576070139,0.004022692109334708,0.008561113976276432,0.007942238267148015,0.01186178442496132,0.002372356884992264,0.008457968024755028,0.004538421866941722,0.005673027333677153,0.010830324909747292,0.005776173285198556,0.005879319236719959,0.0020629190304280558,0.008045384218669417,0.007117070654976792,0.006910778751933987,0.00701392470345539,0.009076843733883445,0.011242908715832903,0.013512119649303765,0.002269210933470861,0.004744713769984528,0.00959257349149046,0.008561113976276432,0.005157297576070139,0.010211449200618875,0.004332129963898917,0.00556988138215575,0.00959257349149046,0.007117070654976792,0.006910778751933987,0.005673027333677153,0.012480660134089737,0.009489427539969056,0.009386281588447653,0.005466735430634348,0.010830324909747292,0.009179989685404849,0.0034038164002062918,0.007220216606498195,0.012790097988653945,0.003919546157813306,0.002475502836513667,0.006188757091284167,0.014337287261474986,0.005466735430634348,0.010211449200618875,0.009283135636926251,0.00814853017019082,0.009695719443011862,0.0015471892728210418,0.009798865394533264,0.010520887055183083,0.00959257349149046,0.0026817947395564724,0.007839092315626612,0.001444043321299639,0.005776173285198556,0.006188757091284167,0.008354822073233625,0.005879319236719959,0.008045384218669417,0.010933470861268696,0.004847859721505931,0.003816400206291903,0.012790097988653945,0.011242908715832903,0.011552346570397111,0.011242908715832903,0.00887055183084064,0.005776173285198556,0.006601340897369778,0.013305827746260959,0.0012377514182568335,0.00701392470345539,0.00814853017019082,0.012171222279525528,0.006601340897369778,0.010417741103661681,0.0021660649819494585,0.012068076328004126,0.005776173285198556,0.00959257349149046,0.007220216606498195,0.0026817947395564724
7,0.0028417866188917033,0.008216470006795576,0.01013158707604868,0.004633347748192994,0.01087292271575956,0.003336010378698956,1.0,0.007413356397108791,0.01247914993513313,0.010008031136096869,0.008031136096867857,0.001976895039229011,0.01303515166491629,0.005683573237783407,0.005004015568048434,0.011305368505590906,0.009019583616482363,0.010440476925928213,0.01068758880583184,0.014208933094458516,0.0037066781985543953,0.0047569036881448075,0.010934700685735467,0.007969358126891951,0.0061777969975906595,0.009266695496385988,0.007475134367084697,0.007413356397108791,0.003768456168530302,0.008525359856675109,0.003027120528819423,0.009822697226169148,0.011614258355470438,0.0061777969975906595,0.003027120528819423,0.007845802186940138,0.008957805646506455,0.008278247976771484,0.009699141286217334,0.006239574967566565,0.011984926175325879,0.007475134367084697,0.004448013838265275,0.003953790078458022,0.013344041514795823,0.005807129177735219,0.0042626799283375545,0.009946253166120961,0.010996478655711373,0.004200901958361649,0.009266695496385988,0.009390251436337801,0.01340581948477173,0.00506579353802434,0.007907580156916044,0.006795576697349725,0.009204917526410082,0.006610242787422005,0.004448013838265275,0.011923148205349973,0.0038302341385062087,0.008772471736578736,0.007413356397108791,0.004571569778217088,0.0037066781985543953,0.011861370235374065,0.011923148205349973,0.010749366775807748,0.007475134367084697,0.0076604682770124175,0.005930685117687033,0.006363130907518379,0.0038920121084821155,0.005127571508000247,0.00543646135787978,0.011614258355470438,0.006672020757397912,0.005004015568048434,0.010625810835855934,0.0029035645888676096,0.01050225489590412,0.009390251436337801,0.009019583616482363,0.004448013838265275,0.004880459628096621,0.006054241057638846,0.00871069376660283,0.012170260085253598,0.002471118799036264,0.006363130907518379,0.009884475196145055,0.005992463087662939,0.012108482115277692,0.0028417866188917033,0.005992463087662939,0.007104466547229258,0.008463581886699203,0.007969358126891951,0.005745351207759313,0.004633347748192994,0.0034595663186507693,0.004818681658120714,0.009513807376289615,0.005374683387903874,0.007042688577253351,0.006239574967566565,0.005868907147711126,0.011552480385494533,0.010069809106072775,0.011614258355470438,0.006424908877494286,0.0032742324087230495,0.012355593995181319,0.0038302341385062087,0.0019151170692531044,0.007598690307036511,0.0056217952678075,0.014085377154506702,0.005930685117687033,0.006610242787422005,0.005930685117687033,0.003212454438747143,0.006733798727373818,0.0011737814295422252,0.011923148205349973,0.009266695496385988,0.013158707604868104,0.003644900228578489,0.004448013838265275,0.006239574967566565,0.009884475196145055,0.005868907147711126,0.011923148205349973,0.011120034595663186,0.0015444492493976649
8,0.004131246524191627,0.008262493048383253,0.010328116310479066,0.00524350520378168,0.009851434019226186,0.0030984348931437197,0.009533645825057599,1.0,0.011917057281321999,0.009056963533804719,0.007944704854214666,0.0018272821164693732,0.011360927941526973,0.005084611106697386,0.005958528640660999,0.009454198776515453,0.008977516485262573,0.010089775164852625,0.009613092873599747,0.010725351553189799,0.003416223087312306,0.004449034718360213,0.010725351553189799,0.008421387145467547,0.00667355207754032,0.010407563359021212,0.00929530467943116,0.009533645825057599,0.004210693572733773,0.008659728291093986,0.00405179947564948,0.009930881067768332,0.011043139747358386,0.007229681417335346,0.0031778819416858665,0.007309128465877493,0.007944704854214666,0.006514657980456026,0.009056963533804719,0.006276316834829586,0.01167871613569556,0.007150234368793199,0.00524350520378168,0.005084611106697386,0.011758163184237705,0.005879081592118853,0.0047668229125287995,0.009613092873599747,0.009136410582346866,0.0053229522523238265,0.008659728291093986,0.009930881067768332,0.012075951378406292,0.006117422737745293,0.009533645825057599,0.006991340271708906,0.010248669261936919,0.006832446174624612,0.004687375863986653,0.010725351553189799,0.004846269961070946,0.008500834194009693,0.007706363708588226,0.004528481766902359,0.003416223087312306,0.009771986970684038,0.010169222213394773,0.009454198776515453,0.007547469611503933,0.008500834194009693,0.0056407404464924125,0.005958528640660999,0.0035751171843965996,0.006276316834829586,0.004210693572733773,0.011917057281321999,0.005561293397950266,0.0053229522523238265,0.011837610232779853,0.004131246524191627,0.009374751727973306,0.009136410582346866,0.009613092873599747,0.004846269961070946,0.005720187495034559,0.00500516405815524,0.009454198776515453,0.010169222213394773,0.00500516405815524,0.006832446174624612,0.010884245650274092,0.006117422737745293,0.009692539922141892,0.004528481766902359,0.006355763883371733,0.007150234368793199,0.007547469611503933,0.007944704854214666,0.006117422737745293,0.004687375863986653,0.00524350520378168,0.00500516405815524,0.01048701040756336,0.00643521093191388,0.007785810757130373,0.009136410582346866,0.007388575514419639,0.010169222213394773,0.009136410582346866,0.010248669261936919,0.005799634543576706,0.003734011281480893,0.01215539842694844,0.004528481766902359,0.0027011996504329866,0.008024151902756812,0.006037975689203146,0.012075951378406292,0.0056407404464924125,0.007229681417335346,0.005402399300865973,0.003734011281480893,0.006991340271708906,0.00166838801938508,0.009930881067768332,0.008580281242551838,0.011996504329864146,0.005084611106697386,0.006037975689203146,0.0056407404464924125,0.009613092873599747,0.005084611106697386,0.010804798601731946,0.009613092873599747,0.0035751171843965996
9,0.0019675848729407055,0.0104382044954312,0.012672580537584206,0.004735543253518309,0.00930434202627893,0.004368705395851397,0.006736477022610552,0.005002334422730607,1.0,0.009604482091642767,0.010805042353098112,0.0014340025345161076,0.00957113319549123,0.004568798772760622,0.005369172280397519,0.00790368838791436,0.008770759687854332,0.013939838591342627,0.008070432868672046,0.010238111118521976,0.0029680517574868274,0.003835123057426799,0.012038951510704997,0.0058360568265190425,0.0060694990995798035,0.011405322483825786,0.010138064430067364,0.010338157806976589,0.004535449876609084,0.006903221503368239,0.0051023811111852195,0.00790368838791436,0.010738344560795038,0.004668845461215234,0.0031014473420929766,0.006469685853398252,0.007303408257186687,0.0074368038417928365,0.007470152737944374,0.006036150203428266,0.00943773761088508,0.005402521176549056,0.00943773761088508,0.004802241045821384,0.011905555926098847,0.005769359034215968,0.0033348896151537384,0.011938904822250384,0.009371039818582005,0.004135263122790635,0.006969919295671314,0.007336757153338224,0.011138531314613486,0.005602614553458281,0.010038017741612752,0.004835589941972921,0.00993797105315814,0.005435870072700594,0.0048689388381244585,0.0109717868338558,0.004602147668912159,0.007003268191822851,0.00573601013806443,0.00573601013806443,0.004935636630427532,0.010238111118521976,0.01007136663776429,0.009771226572400454,0.010038017741612752,0.009971319949309677,0.005302474488094444,0.006336290268792103,0.006169545788034416,0.007303408257186687,0.0034349363036083507,0.012505836056826519,0.0048689388381244585,0.005235776695791369,0.009604482091642767,0.004802241045821384,0.009871273260855065,0.006036150203428266,0.012439138264523444,0.006936570399519776,0.007336757153338224,0.0043020076035483225,0.009737877676248917,0.011071833522310412,0.0032681918228506636,0.005936103514973655,0.01260588274528113,0.004368705395851397,0.00853731741479357,0.004602147668912159,0.009270993130127393,0.007336757153338224,0.008637364103248182,0.007336757153338224,0.007636897218702061,0.006102847995731341,0.003201494030547589,0.0062362435803374906,0.011972253718401922,0.008170479557126659,0.0048689388381244585,0.006202894684185953,0.004668845461215234,0.008904155272460482,0.009504435403188155,0.00993797105315814,0.005569265657306743,0.0062362435803374906,0.011905555926098847,0.0044687520843060095,0.0026345627959714533,0.010371506703128126,0.009404388714733543,0.01363969852597879,0.008937504168612019,0.008237177349429733,0.005335823384245981,0.003735076368972187,0.009737877676248917,0.0013339558460614953,0.0107049956646435,0.008570666310945108,0.013406256252918029,0.0043020076035483225,0.007570199426398986,0.004735543253518309,0.009771226572400454,0.0062362435803374906,0.012472487160674981,0.009871273260855065,0.0016340959114253318
10,0.002092151997275337,0.009536320731766652,0.012260983797985696,0.00481681506349438,0.010558069381598794,0.003892375808884348,0.007882061012990804,0.005546635527660195,0.014012552911983653,1.0,0.010266141195932468,0.0018488785092200652,0.01050941468398774,0.005157397946771761,0.004962779156327543,0.008125334501046076,0.008757845569989783,0.012358293193207805,0.008076679803435021,0.010314795893543522,0.0026760083686079893,0.004232958692161728,0.0111905804505425,0.0059358731085486305,0.006519729479881282,0.011385199240986717,0.010022867707877196,0.009974213010266141,0.005011433853938598,0.007687442222546587,0.004719505668272271,0.008806500267600837,0.010801342869654064,0.005643944922882304,0.0031625553447185324,0.006130491898992848,0.007930715710601858,0.008417262686712402,0.0077360969201576415,0.0062764559918260104,0.009001119058045055,0.005643944922882304,0.008319953291490293,0.004768160365883326,0.011774436821875152,0.006422420084659174,0.0034058288327738044,0.011774436821875152,0.009828248917432978,0.004476232180217,0.008076679803435021,0.007006276455991826,0.011336544543375663,0.005838563713326522,0.00929304724371138,0.004427577482605946,0.009341701941322434,0.005838563713326522,0.005206052644382815,0.011628472729041989,0.004524886877828055,0.006957621758380772,0.0059358731085486305,0.005741254318104413,0.005011433853938598,0.010022867707877196,0.009682284824599815,0.010266141195932468,0.009925558312655087,0.009584975429377706,0.00525470734199387,0.006519729479881282,0.006227801294214956,0.008125334501046076,0.003649102320829076,0.01299080426215151,0.005838563713326522,0.005157397946771761,0.010022867707877196,0.004524886877828055,0.009487666034155597,0.006227801294214956,0.01109327105532039,0.006227801294214956,0.007103585851213934,0.0043789227849948915,0.009779594219821924,0.011725782124264098,0.0031625553447185324,0.0062764559918260104,0.011628472729041989,0.004476232180217,0.008271298593879239,0.0041356492969396195,0.008563226779545565,0.0077360969201576415,0.008757845569989783,0.007638787524935533,0.008319953291490293,0.005741254318104413,0.0031625553447185324,0.005643944922882304,0.0111905804505425,0.007784751617768696,0.00481681506349438,0.006860312363158663,0.004281613389772783,0.009439011336544543,0.008855154965211892,0.010022867707877196,0.005789909015715467,0.0061791465966039025,0.011579818031430935,0.003795066413662239,0.0024327348805527173,0.009244392546100325,0.008465917384323457,0.01299080426215151,0.008222643896268185,0.008271298593879239,0.005206052644382815,0.003795066413662239,0.008903809662822946,0.0016056050211647934,0.010022867707877196,0.008271298593879239,0.012844840169318347,0.004719505668272271,0.0067143482703255,0.004573541575439108,0.009828248917432978,0.005741254318104413,0.011628472729041989,0.01007152240548825,0.0017029144163869022
