0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.038988144932376026,0.018533978961429286,0.016446819168475537,0.0,0.0,0.02479545834029053,0.0,0.0,0.012355985974286192,0.0,0.0,0.0,0.0,0.0,1.0,0.038654199365503426,0.012355985974286192,0.025880781432626482,0.02855234596760728,0.03239271998664218,0.022040407413591586,0.02546334947403573,0.0,0.0,0.0,0.03740190348973117,0.036066121222240774,0.03698447153114042,0.0,0.0,0.0,0.03556520287193188,0.0,0.017198196693938888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03339455668725998,0.018867924528301886,0.0,0.0,0.036483553180831525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02638169978293538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010018367006177992,0.0,0.0,0.0,0.0,0.0,0.026298213391217233,0.0,0.0,0.0,0.031891801636333275,0.0,0.0,0.0,0.037819335448321924,0.02771748205042578,0.0,0.0,0.0,0.0,0.0,0.03589914843880448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036149607613958926,0.0,0.018617465353147438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030639505760561028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01435965937552179,0.03122391050258808,0.0,0.0,0.0,0.03414593421272333,0.0,0.018700951744865586,0.0,0.0,0.0,0.0,0.0,0.03272666555351478,0.0,0.0,0.0,0.0,0.0,0.038988144932376026,0.0,0.0,0.0,0.0,0.0
16,0.04259154929577465,0.018704225352112677,0.01740845070422535,0.0,0.0,0.024619718309859154,0.0,0.0,0.013521126760563381,0.0,0.0,0.0,0.0,0.0,0.02608450704225352,1.0,0.012732394366197183,0.02692957746478873,0.03092957746478873,0.03211267605633803,0.022985915492957747,0.025746478873239435,0.0,0.0,0.0,0.03876056338028169,0.036676056338028167,0.03909859154929578,0.0,0.0,0.0,0.03752112676056338,0.0,0.016563380281690143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034478873239436617,0.017577464788732393,0.0,0.0,0.03690140845070423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024845070422535212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008732394366197183,0.0,0.0,0.0,0.0,0.0,0.02552112676056338,0.0,0.0,0.0,0.031211267605633804,0.0,0.0,0.0,0.041014084507042255,0.02692957746478873,0.0,0.0,0.0,0.0,0.0,0.036619718309859155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03780281690140845,0.0,0.0163943661971831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031661971830985916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013014084507042254,0.030704225352112677,0.0,0.0,0.0,0.036056338028169016,0.0,0.01504225352112676,0.0,0.0,0.0,0.0,0.0,0.031492957746478874,0.0,0.0,0.0,0.0,0.0,0.041014084507042255,0.0,0.0,0.0,0.0,0.0
17,0.03693722257450856,0.02584020291693088,0.02045022194039315,0.0,0.0,0.028693722257450857,0.0,0.0,0.015060240963855422,0.0,0.0,0.0,0.0,0.0,0.023462270133164237,0.035827520608750794,1.0,0.029961953075459735,0.03249841471147749,0.03170577045022194,0.02742549143944198,0.029961953075459735,0.0,0.0,0.0,0.035193405199746355,0.03154724159797083,0.03646163601775523,0.0,0.0,0.0,0.03630310716550412,0.0,0.01664552948636652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035193405199746355,0.013792010145846544,0.0,0.0,0.0326569435637286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0261572606214331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01062143310082435,0.0,0.0,0.0,0.0,0.0,0.028218135700697526,0.0,0.0,0.0,0.033608116677235254,0.0,0.0,0.0,0.03614457831325301,0.02599873176918199,0.0,0.0,0.0,0.0,0.0,0.034717818642993024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03186429930247305,0.0,0.014267596702599873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033449587824984146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013474952441344324,0.032339885859226376,0.0,0.0,0.0,0.034083703233988585,0.0,0.008719086873811033,0.0,0.0,0.0,0.0,0.0,0.024730500951173115,0.0,0.0,0.0,0.0,0.0,0.0359860494610019,0.0,0.0,0.0,0.0,0.0
18,0.03881096589097864,0.018887472107108703,0.018010838380618427,0.0,0.0,0.02645839974497928,0.0,0.0,0.013946445648708958,0.0,0.0,0.0,0.0,0.0,0.024705132291998725,0.038093720114759325,0.015062161300605675,1.0,0.030682180427159707,0.031638508128785464,0.024784826267134203,0.027892891297417916,0.0,0.0,0.0,0.03673892253745617,0.03466687918393369,0.03705769843799809,0.0,0.0,0.0,0.03657953458718521,0.0,0.01681542875358623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03554351291042397,0.01665604080331527,0.0,0.0,0.03434810328339177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02661778769525024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00956327701625757,0.0,0.0,0.0,0.0,0.0,0.02693656359579216,0.0,0.0,0.0,0.032196365954733824,0.0,0.0,0.0,0.037854638189352884,0.027016257570927637,0.0,0.0,0.0,0.0,0.0,0.03522473700988205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034268409308256295,0.0,0.01657634682817979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334714695569015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014583997449792796,0.031240038253108064,0.0,0.0,0.0,0.03634045266177877,0.0,0.014185527574115397,0.0,0.0,0.0,0.0,0.0,0.028689831048772714,0.0,0.0,0.0,0.0,0.0,0.037854638189352884,0.0,0.0,0.0,0.0,0.0
19,0.040401125459923526,0.020344852463747204,0.01868552052521463,0.0,0.0,0.025755717480701247,0.0,0.0,0.013058220907582425,0.0,0.0,0.0,0.0,0.0,0.02467354447731044,0.0396075319241036,0.01478969771300772,0.027775773753697424,1.0,0.030661568429406247,0.025900007214486688,0.026910035350984778,0.0,0.0,0.0,0.03787605511867831,0.03491811557607676,0.03802034485246375,0.0,0.0,0.0,0.03780391025178559,0.0,0.016737609119111176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03441310150782772,0.01709833345357478,0.0,0.0,0.035278839910540365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02604429694827213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009667412163624559,0.0,0.0,0.0,0.0,0.0,0.025611427746915806,0.0,0.0,0.0,0.030372988961835365,0.0,0.0,0.0,0.03953538705721088,0.026765745617199337,0.0,0.0,0.0,0.0,0.0,0.03628886804703845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03636101291393117,0.0,0.015150422047471322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03304234903686603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012625351706226102,0.03159945169901161,0.0,0.0,0.0,0.03614457831325301,0.0,0.01240891710554794,0.0,0.0,0.0,0.0,0.0,0.02849722242262463,0.0,0.0,0.0,0.0,0.0,0.03917466272274728,0.0,0.0,0.0,0.0,0.0
20,0.04007385625384668,0.019421459344867675,0.01641250085481775,0.0,0.0,0.025781303426109552,0.0,0.0,0.013882240306366683,0.0,0.0,0.0,0.0,0.0,0.026533543048622033,0.038979689530192166,0.013677084045681461,0.0271490118306777,0.029063803597073105,1.0,0.022225261574232373,0.026328386787936812,0.0,0.0,0.0,0.037611981125624014,0.0355604185187718,0.03795390822676605,0.0,0.0,0.0,0.036175887300827464,0.0,0.0177802092593859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0346714080558025,0.018327292621213156,0.0,0.0,0.03603911646037065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026054845107023182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008958490049921356,0.0,0.0,0.0,0.0,0.0,0.027354168091362922,0.0,0.0,0.0,0.03138890788483895,0.0,0.0,0.0,0.03939000205156261,0.02591807426656637,0.0,0.0,0.0,0.0,0.0,0.03569718935922861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0365178144019695,0.0,0.017438282158243862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0318676058264378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01442932366819394,0.030636668262326472,0.0,0.0,0.0,0.0346030226355741,0.0,0.015523490391848457,0.0,0.0,0.0,0.0,0.0,0.0318676058264378,0.0,0.0,0.0,0.0,0.0,0.03870614784927853,0.0,0.0,0.0,0.0,0.0
21,0.038341301949246044,0.02160720853254873,0.01875689591761677,0.0,0.0,0.026940051489518207,0.0,0.0,0.01415961750643619,0.0,0.0,0.0,0.0,0.0,0.024273630011033467,0.03751379183523354,0.01590658330268481,0.028595071717543216,0.03300845899227657,0.029882309672673777,1.0,0.028595071717543216,0.0,0.0,0.0,0.03631849944832659,0.03328429569694741,0.03751379183523354,0.0,0.0,0.0,0.03631849944832659,0.0,0.015998528870908423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033835969106289075,0.01645825671202648,0.0,0.0,0.03337624126517102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02592865023905848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01075763148216256,0.0,0.0,0.0,0.0,0.0,0.026480323648400146,0.0,0.0,0.0,0.03116954762780434,0.0,0.0,0.0,0.03760573740345716,0.027399779330636264,0.0,0.0,0.0,0.0,0.0,0.03631849944832659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03512320706141964,0.0,0.015171018756895917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032364840014711294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01360794409709452,0.032640676719382124,0.0,0.0,0.0,0.03613460831187937,0.0,0.014067671938212577,0.0,0.0,0.0,0.0,0.0,0.027031997057741817,0.0,0.0,0.0,0.0,0.0,0.03751379183523354,0.0,0.0,0.0,0.0,0.0
22,0.038974776240846214,0.02115541090317331,0.01676159479251424,0.0,0.0,0.029292107404393815,0.0,0.0,0.014401952807160293,0.0,0.0,0.0,0.0,0.0,0.02481692432872254,0.037184703010577705,0.015378356387306754,0.028478437754271765,0.030349877949552483,0.03132628152969894,0.02530512611879577,1.0,0.0,0.0,0.0,0.03645240032546786,0.035069161920260376,0.037510170870626525,0.0,0.0,0.0,0.036533767290480065,0.0,0.015541090317331164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03498779495524817,0.015866558177379985,0.0,0.0,0.03344182262001627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026688364524003253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00854353132628153,0.0,0.0,0.0,0.0,0.0,0.0290480065093572,0.0,0.0,0.0,0.03140764849471115,0.0,0.0,0.0,0.037998372660699754,0.026606997558991048,0.0,0.0,0.0,0.0,0.0,0.0354759967453214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034906427990235966,0.0,0.01594792514239219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03563873067534581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013588283157038243,0.03287225386493084,0.0,0.0,0.0,0.03466232709519935,0.0,0.013669650122050448,0.0,0.0,0.0,0.0,0.0,0.02725793327908869,0.0,0.0,0.0,0.0,0.0,0.036859235150528885,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.04166177678676212,0.018483746039197276,0.01760356765637836,0.0,0.0,0.025231780307475648,0.0,0.0,0.01308531862457458,0.0,0.0,0.0,0.0,0.0,0.02628799436685835,0.040370848491961035,0.013026640065719986,0.027050815631968077,0.030806243398662128,0.03227320737002699,0.02317803074756484,0.02628799436685835,0.0,0.0,0.0,1.0,0.036439385048703206,0.03890388452059618,0.0,0.0,0.0,0.03714352775495834,0.0,0.01654735359699566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03456167116535618,0.017662246215232952,0.0,0.0,0.03632202793099402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02458631616007511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008977819504752963,0.0,0.0,0.0,0.0,0.0,0.02564253021945781,0.0,0.0,0.0,0.03145170754606267,0.0,0.0,0.0,0.040370848491961035,0.02716817274967727,0.0,0.0,0.0,0.0,0.0,0.036732777842976176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03737824199037672,0.0,0.016077925126158903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03186245745804483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013026640065719986,0.031099636192935102,0.0,0.0,0.0,0.03591127801901185,0.0,0.0150217110667762,0.0,0.0,0.0,0.0,0.0,0.03127567186949889,0.0,0.0,0.0,0.0,0.0,0.04048820560967022,0.0,0.0,0.0,0.0,0.0
27,0.04173602120707724,0.01843289562912274,0.016583441218173973,0.0,0.0,0.026385549596202453,0.0,0.0,0.01424079896430553,0.0,0.0,0.0,0.0,0.0,0.02663214351766229,0.04013316071758831,0.012268047592626842,0.026817088958757167,0.029837864496640158,0.03205720978977868,0.02231674989211516,0.02657049503729733,0.0,0.0,0.0,0.03828370630663954,1.0,0.03840700326736946,0.0,0.0,0.0,0.03668084581715061,0.0,0.01670673817890389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03402996116145737,0.017816410825473153,0.0,0.0,0.03668084581715061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026138955674742618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008754084211824179,0.0,0.0,0.0,0.0,0.0,0.026385549596202453,0.0,0.0,0.0,0.03150237346649405,0.0,0.0,0.0,0.04013316071758831,0.025892361753282783,0.0,0.0,0.0,0.0,0.0,0.035632821650946306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036989088218975404,0.0,0.017076629061093643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03236545219160348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013932556562480734,0.030577646261019664,0.0,0.0,0.0,0.03520128228839159,0.0,0.015350471610874793,0.0,0.0,0.0,0.0,0.0,0.03168731890758893,0.0,0.0,0.0,0.0,0.0,0.03976326983539856,0.0,0.0,0.0,0.0,0.0
28,0.04158209128341936,0.018732239169518064,0.017224380908194628,0.0,0.0,0.025401612248448644,0.0,0.0,0.013280751609348721,0.0,0.0,0.0,0.0,0.0,0.025691584991010846,0.040248216667633244,0.01333874615786116,0.026967465058284523,0.030563127066055792,0.03218697442440411,0.023661775793075452,0.026735486864234763,0.0,0.0,0.0,0.03845038566374761,0.03613060372325001,1.0,0.0,0.0,0.0,0.03717450559647393,0.0,0.016354462680508032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03485472365597634,0.01716638635968219,0.0,0.0,0.03624659282027489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025633590442498404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009105144116453053,0.0,0.0,0.0,0.0,0.0,0.026097546830597923,0.0,0.0,0.0,0.03183900713332947,0.0,0.0,0.0,0.04036420576465812,0.02690947050977208,0.0,0.0,0.0,0.0,0.0,0.03676854375688685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036652554659861974,0.0,0.01641245722902047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03247694716696631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013048773415298962,0.031201067099692628,0.0,0.0,0.0,0.03613060372325001,0.0,0.015078582613234356,0.0,0.0,0.0,0.0,0.0,0.03044713796903091,0.0,0.0,0.0,0.0,0.0,0.03984225482804617,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
