1,26,3
1,57,3
1,2,3
1,55,3
1,5,5
2,127,5
2,76,5
2,45,5
2,3,4
2,53,5
3,18,3
3,76,3
3,53,4
3,45,4
3,60,4
4,9,5
4,3,5
4,23,5
4,91,5
4,125,3
5,9,4
5,76,5
5,113,5
5,83,3
5,81,5
6,13,4
6,131,3
6,10,3
6,126,3
6,16,3
7,76,4
7,3,5
7,55,5
7,2,5
7,116,5
8,3,3
8,45,3
8,48,3
8,23,3
8,60,4
9,18,5
9,66,5
9,134,5
9,49,3
9,116,5
10,87,5
10,132,3
10,86,3
10,22,5
11,118,3
11,9,3
11,127,5
11,133,3
11,53,5
12,127,5
12,45,5
12,3,5
12,83,5
12,103,5
13,9,5
13,76,5
13,3,5
13,60,5
13,23,5
14,118,3
14,9,4
14,18,4
14,127,5
14,45,5
15,113,5
15,3,5
15,23,3
15,88,4
15,20,3
16,113,5
16,91,3
16,88,5
16,20,5
16,110,5
17,76,3
17,83,4
17,103,3
17,134,4
17,116,4
18,66,5
18,134,5
18,115,5
19,18,4
19,91,4
19,48,4
19,23,3
19,33,3
20,23,3
20,20,3
20,13,3
20,87,5
20,126,5
21,113,5
21,53,3
21,33,5
21,20,3
21,79,5
22,48,3
22,20,4
22,2,3
22,49,3
22,5,3
23,18,5
23,76,5
23,66,5
23,67,5
23,134,5
24,23,4
24,83,3
24,20,4
24,2,5
24,97,4
25,127,5
25,76,5
25,3,5
25,125,5
25,88,5
26,9,3
26,18,4
26,23,3
26,88,4
26,66,4
27,118,3
27,9,5
27,45,5
27,48,5
27,103,5
28,3,4
28,2,5
28,55,4
28,17,5
28,120,3
29,49,5
29,70,3
29,27,4
29,17,5
29,85,5
30,118,3
30,18,4
30,133,3
30,53,3
30,113,3
31,127,3
31,9,3
31,133,5
31,53,3
31,45,3
32,103,5
32,20,5
32,108,5
32,87,5
32,69,5
33,127,5
33,13,4
33,116,5
33,70,3
33,28,4
34,76,3
34,3,4
34,88,4
34,23,3
34,26,4
35,23,3
35,33,3
35,20,4
35,131,4
35,108,4
36,127,3
36,13,4
36,108,4
36,26,3
36,24,4
37,133,3
37,60,5
37,23,3
37,33,5
37,20,3
38,48,3
38,23,3
38,55,3
38,11,3
38,17,3
39,118,5
39,127,5
39,9,3
39,76,3
39,18,5
40,113,4
40,91,4
40,33,3
40,67,3
40,20,4
41,48,5
41,23,5
41,13,5
41,134,5
41,87,4
42,9,5
42,125,5
42,48,5
42,13,3
42,68,5
43,48,3
43,88,3
43,26,3
43,68,4
43,5,4
44,118,3
44,18,3
44,127,3
44,9,3
44,133,3
45,9,3
45,3,5
45,88,5
45,20,5
45,83,3
46,127,3
46,91,4
46,23,3
46,33,3
46,81,3
47,9,5
47,103,3
47,26,3
47,55,3
47,87,3
48,18,3
48,133,5
48,113,4
48,48,5
48,125,5
49,18,3
49,26,3
49,131,3
49,11,4
49,87,4
50,118,3
50,60,5
50,103,3
50,26,5
50,108,5
51,48,3
51,83,4
51,2,3
51,68,3
51,116,4
52,127,3
52,9,3
52,133,3
52,76,3
52,91,4
53,42,4
53,61,4
53,50,3
53,12,5
54,134,3
54,61,3
55,9,3
55,76,3
55,113,5
55,48,5
55,91,3
56,91,4
56,55,5
56,57,4
56,68,3
56,27,4
57,118,3
57,18,3
57,133,3
57,113,3
57,60,3
58,113,5
58,91,3
58,20,5
58,79,3
58,57,5
59,23,5
59,83,5
59,27,5
59,5,5
59,70,5
60,18,3
60,103,3
60,20,5
60,26,3
60,87,4
61,91,3
61,26,3
61,36,3
61,82,4
61,105,3
62,118,4
62,127,4
62,18,4
62,133,4
62,76,5
63,45,5
63,53,5
63,76,3
63,18,3
63,60,5
64,9,3
64,45,4
64,133,5
64,18,5
64,113,5
65,9,3
65,76,3
65,3,3
65,48,3
65,103,3
66,103,3
66,116,4
66,70,4
66,28,4
66,16,4
67,9,3
67,76,4
67,18,3
67,66,5
67,103,4
68,13,4
68,134,3
68,119,4
68,38,4
68,84,4
69,118,4
69,60,4
69,3,4
69,48,4
69,2,4
70,125,3
70,79,3
70,68,3
70,70,3
70,28,3
71,45,4
71,48,4
71,79,4
71,55,4
71,27,4
72,91,3
72,110,3
72,120,5
72,119,5
72,96,5
73,133,3
73,3,3
73,131,5
73,2,3
73,17,5
74,118,5
74,133,5
74,45,5
74,53,5
74,113,5
75,9,5
75,3,4
75,81,3
75,57,3
75,55,4
76,66,4
76,38,3
76,72,4
76,90,5
76,46,3
77,20,4
77,49,3
77,87,4
77,27,4
77,51,3
78,18,5
78,3,5
78,23,5
78,20,5
78,13,5
79,118,5
79,18,5
79,3,5
79,88,3
79,66,5
80,113,5
80,60,5
80,3,5
80,66,5
80,48,5
