1,2,3,,,1388,35.02397174
1,132,3,,,1220,30.78475902
1,5,5,,,2608,65.80873076
1,8,3,,,,
1,14,3,,,,
2,129,5,,,,
2,2,4,,,,
2,3,4,,,,
2,4,5,,,,
2,5,3,,,,
3,132,3,,,,
3,10,4,,,,
3,18,3,,,,
3,23,5,,,,
3,24,5,,,,
4,130,5,,,,
4,3,5,,,,
4,4,5,,,,
4,134,5,,,,
4,8,5,,,,
5,132,5,,,,
5,9,4,,,,
5,10,5,,,,
5,12,5,,,,
5,13,5,,,,
6,97,3,,,,
6,98,3,,,,
6,131,3,,,,
6,51,3,,,,
6,7,3,,,,
7,2,5,,,,
7,3,5,,,,
7,132,3,,,,
7,76,4,,,,
7,80,5,,,,
8,2,3,,,,
8,3,3,,,,
8,7,3,,,,
8,11,3,,,,
8,15,3,,,,
9,96,5,,,,
9,66,5,,,,
9,36,5,,,,
9,134,5,,,,
9,38,5,,,,
10,132,3,,,,
10,86,3,,,,
10,22,5,,,,
10,87,5,,,,
11,129,5,,,,
11,4,5,,,,
11,133,3,,,,
11,134,3,,,,
11,9,3,,,,
12,3,5,,,,
12,7,5,,,,
12,10,5,,,,
12,11,5,,,,
12,14,5,,,,
13,129,3,,,,
13,3,5,,,,
13,4,3,,,,
13,5,3,,,,
13,7,3,,,,
14,2,4,,,,
14,8,5,,,,
14,9,4,,,,
14,13,5,,,,
14,14,5,,,,
15,3,5,,,,
15,5,4,,,,
15,7,3,,,,
15,8,5,,,,
15,15,5,,,,
16,130,5,,,,
16,134,5,,,,
16,20,5,,,,
16,32,5,,,,
16,38,5,,,,
17,96,4,,,,
17,36,4,,,,
17,134,4,,,,
17,38,4,,,,
17,71,3,,,,
18,66,5,,,,
18,115,5,,,,
18,134,5,,,,
19,131,3,,,,
19,4,4,,,,
19,134,3,,,,
19,10,4,,,,
19,11,4,,,,
20,128,5,,,,
20,98,5,,,,
20,38,5,,,,
20,71,5,,,,
20,30,5,,,,
21,130,5,,,,
21,131,4,,,,
21,5,4,,,,
21,134,5,,,,
21,8,5,,,,
22,16,5,,,,
22,2,3,,,,
22,5,3,,,,
22,38,4,,,,
22,130,4,,,,
23,2,5,,,,
23,67,5,,,,
23,5,5,,,,
23,134,5,,,,
23,72,5,,,,
24,96,4,,,,
24,97,4,,,,
24,2,5,,,,
24,101,5,,,,
24,7,4,,,,
25,128,5,,,,
25,130,5,,,,
25,3,5,,,,
25,134,5,,,,
25,38,5,,,,
26,2,3,,,,
26,5,3,,,,
26,134,4,,,,
26,7,4,,,,
26,9,3,,,,
27,32,5,,,,
27,129,5,,,,
27,2,5,,,,
27,134,5,,,,
27,103,5,,,,
28,2,5,,,,
28,3,4,,,,
28,80,5,,,,
28,17,5,,,,
28,55,4,,,,
29,17,5,,,,
29,27,4,,,,
29,85,5,,,,
29,70,3,,,,
29,49,5,,,,
30,66,4,,,,
30,3,4,,,,
30,132,3,,,,
30,133,3,,,,
30,134,3,,,,
31,129,5,,,,
31,130,5,,,,
31,3,5,,,,
31,4,3,,,,
31,5,5,,,,
32,129,5,,,,
32,98,5,,,,
32,37,5,,,,
32,103,5,,,,
32,107,5,,,,
33,96,3,,,,
33,36,3,,,,
33,70,3,,,,
33,71,5,,,,
33,42,4,,,,
34,2,4,,,,
34,3,4,,,,
34,4,5,,,,
34,5,3,,,,
34,7,3,,,,
35,129,4,,,,
35,130,4,,,,
35,131,4,,,,
35,132,3,,,,
35,5,3,,,,
36,108,4,,,,
36,13,4,,,,
36,54,4,,,,
36,24,4,,,,
36,26,3,,,,
37,129,5,,,,
37,133,3,,,,
37,39,5,,,,
37,23,3,,,,
37,108,3,,,,
38,71,3,,,,
38,104,3,,,,
38,11,3,,,,
38,47,3,,,,
38,48,3,,,,
39,129,5,,,,
39,2,5,,,,
39,3,5,,,,
39,4,5,,,,
39,134,5,,,,
40,5,4,,,,
40,7,4,,,,
40,8,4,,,,
40,16,4,,,,
40,20,4,,,,
41,130,5,,,,
41,4,4,,,,
41,37,5,,,,
41,134,5,,,,
41,71,5,,,,
42,99,5,,,,
42,68,5,,,,
42,5,4,,,,
42,9,5,,,,
42,10,3,,,,
43,1,4,,,,
43,35,4,,,,
43,68,4,,,,
43,5,4,,,,
43,10,4,,,,
44,2,3,,,,
44,3,3,,,,
44,4,3,,,,
44,5,3,,,,
44,7,3,,,,
45,2,5,,,,
45,3,5,,,,
45,5,5,,,,
45,134,5,,,,
45,7,5,,,,
46,12,5,,,,
46,13,4,,,,
46,19,5,,,,
46,23,3,,,,
46,24,4,,,,
47,1,5,,,,
47,130,3,,,,
47,27,4,,,,
47,36,3,,,,
47,103,3,,,,
48,4,3,,,,
48,133,5,,,,
48,10,4,,,,
48,18,3,,,,
48,21,4,,,,
49,131,3,,,,
49,132,3,,,,
49,7,3,,,,
49,11,4,,,,
49,16,3,,,,
50,37,5,,,,
50,103,3,,,,
50,28,5,,,,
50,39,4,,,,
50,108,5,,,,
51,2,3,,,,
51,4,5,,,,
51,12,4,,,,
51,42,3,,,,
51,44,3,,,,
52,33,3,,,,
52,130,3,,,,
52,133,3,,,,
52,134,3,,,,
52,39,3,,,,
53,42,4,,,,
53,12,5,,,,
53,50,3,,,,
53,61,4,,,,
54,61,3,,,,
54,134,3,,,,
55,1,5,,,,
55,132,3,,,,
55,134,4,,,,
55,7,4,,,,
55,9,3,,,,
56,4,4,,,,
56,8,3,,,,
56,15,4,,,,
56,27,4,,,,
56,28,4,,,,
57,131,3,,,,
57,132,3,,,,
57,133,3,,,,
57,10,3,,,,
57,11,3,,,,
58,131,5,,,,
58,5,3,,,,
58,70,3,,,,
58,7,5,,,,
58,105,3,,,,
59,4,5,,,,
59,5,5,,,,
59,14,5,,,,
59,16,5,,,,
59,22,5,,,,
60,7,5,,,,
60,16,5,,,,
60,18,3,,,,
60,20,5,,,,
60,22,5,,,,
61,130,3,,,,
61,36,3,,,,
61,71,4,,,,
61,105,3,,,,
61,107,3,,,,
62,5,4,,,,
62,134,4,,,,
62,17,5,,,,
62,18,4,,,,
62,19,4,,,,
63,131,5,,,,
63,4,3,,,,
63,134,5,,,,
63,8,4,,,,
63,11,4,,,,
64,1,5,,,,
64,3,5,,,,
64,4,5,,,,
64,5,5,,,,
64,9,3,,,,
65,2,3,,,,
65,3,3,,,,
65,134,3,,,,
65,9,3,,,,
65,10,3,,,,
66,65,5,,,,
66,36,3,,,,
66,70,4,,,,
66,103,3,,,,
66,43,3,,,,
67,2,4,,,,
67,131,3,,,,
67,8,3,,,,
67,9,3,,,,
67,130,4,,,,
68,65,4,,,,
68,134,3,,,,
68,38,4,,,,
68,71,3,,,,
68,13,4,,,,
69,128,5,,,,
69,32,4,,,,
69,2,4,,,,
69,3,4,,,,
69,101,4,,,,
70,68,3,,,,
70,5,4,,,,
70,70,3,,,,
70,71,3,,,,
70,10,4,,,,
71,64,4,,,,
71,35,4,,,,
71,69,4,,,,
71,39,4,,,,
71,63,3,,,,
72,96,5,,,,
72,73,5,,,,
72,110,3,,,,
72,94,5,,,,
72,119,5,,,,
73,2,3,,,,
73,3,3,,,,
73,133,3,,,,
73,46,3,,,,
73,17,5,,,,
74,129,5,,,,
74,3,5,,,,
74,5,5,,,,
74,7,5,,,,
74,10,3,,,,
75,2,4,,,,
75,3,4,,,,
75,132,4,,,,
75,5,4,,,,
75,39,4,,,,
76,66,4,,,,
76,38,3,,,,
76,72,4,,,,
76,77,4,,,,
76,46,3,,,,
77,96,4,,,,
77,129,4,,,,
77,34,4,,,,
77,44,5,,,,
77,49,3,,,,
78,129,5,,,,
78,3,5,,,,
78,4,5,,,,
78,5,5,,,,
78,10,5,,,,
79,3,5,,,,
79,6,5,,,,
79,18,5,,,,
79,20,5,,,,
79,21,5,,,,
80,128,5,,,,
80,1,5,,,,
80,2,5,,,,
80,3,5,,,,
80,6,5,,,,
81,128,4,,,,
81,130,3,,,,
81,3,3,,,,
81,4,3,,,,
81,134,3,,,,
82,129,5,,,,
82,134,5,,,,
82,8,3,,,,
82,15,3,,,,
82,26,5,,,,
83,5,4,,,,
83,134,4,,,,
83,7,5,,,,
83,10,5,,,,
83,11,4,,,,
84,32,3,,,,
84,51,3,,,,
84,4,5,,,,
84,17,4,,,,
84,72,4,,,,
85,16,4,,,,
85,130,4,,,,
85,131,4,,,,
85,69,3,,,,
85,134,4,,,,
86,128,5,,,,
86,131,4,,,,
86,132,3,,,,
86,8,4,,,,
86,21,5,,,,
87,32,3,,,,
87,129,5,,,,
87,67,5,,,,
87,132,5,,,,
87,70,3,,,,
88,130,4,,,,
88,132,3,,,,
88,133,3,,,,
88,134,4,,,,
88,11,4,,,,
89,128,4,,,,
89,1,5,,,,
89,4,4,,,,
89,135,4,,,,
89,10,4,,,,
90,97,5,,,,
90,2,3,,,,
90,3,3,,,,
90,72,4,,,,
90,28,5,,,,
91,130,4,,,,
91,132,3,,,,
91,133,4,,,,
91,134,4,,,,
91,9,3,,,,
92,64,4,,,,
92,96,4,,,,
92,67,4,,,,
92,100,4,,,,
92,5,4,,,,
93,1,4,,,,
93,82,4,,,,
93,6,5,,,,
93,73,5,,,,
94,2,4,,,,
94,131,4,,,,
94,5,4,,,,
94,134,4,,,,
94,7,4,,,,
95,130,3,,,,
95,43,5,,,,
95,4,5,,,,
95,101,5,,,,
95,71,3,,,,
96,32,3,,,,
96,130,3,,,,
96,3,3,,,,
96,4,3,,,,
96,39,3,,,,
97,2,4,,,,
97,3,4,,,,
97,5,4,,,,
97,7,4,,,,
97,74,5,,,,
98,97,5,,,,
98,130,3,,,,
98,36,5,,,,
98,5,5,,,,
98,7,3,,,,
99,131,3,,,,
99,38,4,,,,
99,7,3,,,,
99,42,3,,,,
99,14,4,,,,
100,130,3,,,,
100,87,4,,,,
100,4,4,,,,
100,98,4,,,,
100,119,4,,,,
101,97,4,,,,
101,34,3,,,,
101,69,4,,,,
101,40,4,,,,
101,10,4,,,,
102,2,5,,,,
102,9,5,,,,
102,23,5,,,,
102,46,5,,,,
102,81,5,,,,
103,68,5,,,,
103,7,4,,,,
103,46,5,,,,
103,15,4,,,,
103,81,3,,,,
104,128,4,,,,
104,129,3,,,,
104,66,3,,,,
104,132,3,,,,
104,101,4,,,,
105,130,3,,,,
105,17,4,,,,
105,5,4,,,,
105,103,5,,,,
105,72,5,,,,
106,3,5,,,,
106,9,5,,,,
106,32,5,,,,
106,33,5,,,,
106,36,3,,,,
107,32,4,,,,
107,91,3,,,,
107,54,4,,,,
107,135,4,,,,
107,75,4,,,,
108,132,5,,,,
108,133,5,,,,
