120,1,2,6,10,16,18,21,25,29,30,32,36,46,55,97,98,104,113,132,133,148,,,,,,,,,,,,,,,,,,,,,
121,1,2,3,6,9,10,16,17,18,20,21,22,23,25,29,30,32,36,46,55,59,92,97,98,104,113,117,132,133,148,156,162,169,,,,,,,,,
122,1,2,6,10,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,80,87,92,97,104,113,117,132,133,148,169,170,,,,,,,,,,
123,1,2,6,9,16,18,21,23,25,29,30,32,36,46,55,56,59,70,87,92,97,98,104,113,133,148,169,,,,,,,,,,,,,,,
124,1,2,3,6,10,16,18,20,21,22,25,29,30,32,36,56,59,97,98,104,113,132,133,156,169,,,,,,,,,,,,,,,,,
125,1,2,3,6,9,10,16,18,20,21,22,23,25,29,30,32,36,46,55,56,70,87,92,97,104,113,117,132,133,148,153,156,162,169,,,,,,,,
126,1,2,6,9,18,21,22,23,25,29,32,36,55,70,80,87,97,98,104,113,133,148,169,,,,,,,,,,,,,,,,,,,
127,1,2,3,10,16,18,20,21,22,23,29,32,36,55,59,80,92,97,98,104,132,133,155,156,162,169,170,,,,,,,,,,,,,,,
128,1,3,10,16,18,21,22,23,25,29,30,32,46,55,56,59,97,98,104,113,132,133,169,170,,,,,,,,,,,,,,,,,,
129,1,2,3,6,9,16,17,18,19,21,22,23,25,29,32,36,46,55,56,59,70,80,87,92,97,98,104,113,117,132,133,148,153,156,162,169,170,,,,,
130,1,2,6,9,10,16,17,18,20,21,22,23,25,29,30,32,36,46,55,56,59,70,87,92,97,104,113,132,133,148,153,155,156,162,169,170,,,,,,
131,1,2,3,9,10,16,17,18,19,20,21,22,23,24,25,29,30,32,36,55,59,70,80,87,92,97,98,104,113,117,132,133,148,162,169,170,,,,,,
132,1,2,6,16,18,19,20,21,22,23,25,29,32,36,46,55,70,87,92,97,104,132,133,148,156,162,169,,,,,,,,,,,,,,,
133,1,2,3,6,9,10,16,18,19,20,21,22,23,25,29,30,32,36,46,55,56,59,70,87,92,97,98,104,113,117,132,133,148,162,169,170,,,,,,
134,1,16,19,21,22,23,25,29,30,32,36,46,55,59,92,97,104,113,133,148,156,170,,,,,,,,,,,,,,,,,,,,
135,1,2,6,9,16,18,20,21,23,25,30,32,36,55,59,70,87,92,97,98,104,113,117,132,133,148,162,169,,,,,,,,,,,,,,
136,1,2,6,9,10,16,17,18,19,20,21,22,25,29,30,32,36,55,59,70,87,92,97,98,104,113,132,133,148,169,170,,,,,,,,,,,
137,1,2,3,6,9,10,16,17,18,20,21,22,23,25,29,30,32,36,46,55,59,70,87,92,97,98,104,113,132,133,148,156,169,170,,,,,,,,
138,1,6,10,21,23,25,29,30,32,36,46,55,92,97,104,113,132,148,153,169,,,,,,,,,,,,,,,,,,,,,,
139,1,2,6,9,10,16,17,18,21,22,25,29,30,32,36,55,59,70,87,97,104,113,117,132,133,148,156,162,169,,,,,,,,,,,,,
140,1,6,20,22,25,29,30,32,36,55,56,70,87,97,132,133,148,153,162,,,,,,,,,,,,,,,,,,,,,,,
141,1,6,10,16,18,22,25,29,30,36,55,70,87,97,132,133,169,,,,,,,,,,,,,,,,,,,,,,,,,
142,1,2,3,6,10,16,18,21,25,30,36,55,97,98,113,132,133,170,,,,,,,,,,,,,,,,,,,,,,,,
143,1,2,6,9,10,16,17,18,19,20,21,22,25,29,30,32,36,55,59,70,80,87,92,97,104,113,117,132,133,148,155,156,162,169,170,,,,,,,
144,1,2,3,6,9,10,16,17,18,19,20,21,22,25,29,30,32,36,55,56,59,70,80,87,92,97,98,104,113,132,133,148,156,162,169,170,,,,,,
145,1,2,6,17,18,21,22,25,29,30,32,36,55,59,97,104,133,148,169,170,,,,,,,,,,,,,,,,,,,,,,
146,1,2,3,6,9,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,80,87,92,97,104,113,132,133,148,156,162,169,170,,,,,,,
147,1,2,6,9,10,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,92,97,98,104,117,132,133,148,153,156,162,169,170,,,,,,,
148,1,2,6,9,10,16,17,18,19,20,21,22,25,29,30,32,36,55,59,70,87,92,97,104,113,132,133,148,169,170,,,,,,,,,,,,
149,1,6,10,16,18,19,20,21,22,23,25,29,30,32,36,46,55,70,87,92,97,98,104,132,133,148,156,170,,,,,,,,,,,,,,
150,1,2,6,9,10,16,17,18,20,21,22,23,25,29,30,32,36,46,55,70,87,92,97,104,113,117,132,133,148,156,162,169,,,,,,,,,,
151,1,2,6,9,10,16,18,20,21,22,24,25,29,30,32,36,46,55,56,59,70,87,92,97,98,104,113,132,133,148,156,162,169,,,,,,,,,
152,1,2,3,6,9,10,16,17,18,19,21,22,23,25,29,30,32,36,46,55,56,59,70,87,92,97,98,104,113,117,132,133,148,156,162,169,170,,,,,
153,1,2,3,6,10,16,18,20,21,22,24,25,29,30,32,36,46,55,59,70,87,92,97,104,113,117,132,133,148,156,162,169,170,,,,,,,,,
154,1,2,6,9,10,16,17,18,19,21,22,23,25,29,30,32,36,46,55,70,92,97,104,113,132,133,148,162,169,170,,,,,,,,,,,,
155,10,20,21,22,23,32,36,55,59,92,97,104,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1,2,6,9,17,18,20,21,22,25,29,30,32,36,46,55,59,70,87,92,97,133,148,169,170,,,,,,,,,,,,,,,,,
157,1,2,6,9,10,16,18,20,21,22,23,25,29,30,32,36,55,97,98,104,113,132,133,169,,,,,,,,,,,,,,,,,,
158,1,6,9,10,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,56,59,87,92,97,98,104,113,133,148,153,156,169,170,,,,,,,,,
159,1,2,10,16,18,22,30,32,36,59,97,104,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1,2,6,9,10,16,18,20,21,25,30,36,46,55,92,97,132,133,169,,,,,,,,,,,,,,,,,,,,,,,
161,1,2,3,6,18,20,21,22,23,25,30,32,36,46,55,59,70,87,97,98,104,113,133,156,,,,,,,,,,,,,,,,,,
162,1,2,6,9,10,16,17,18,21,22,25,29,30,32,36,55,59,70,92,97,98,104,113,132,133,148,169,170,,,,,,,,,,,,,,
163,1,2,3,6,9,10,16,17,18,21,22,23,25,29,30,32,36,46,55,59,70,80,87,92,97,104,113,117,132,133,148,155,156,169,170,,,,,,,
164,1,2,9,10,16,30,32,36,55,59,97,113,132,133,156,162,169,,,,,,,,,,,,,,,,,,,,,,,,,
165,1,2,3,6,9,10,16,17,18,19,20,21,22,23,24,25,29,30,32,36,46,55,56,59,70,80,87,92,97,98,104,113,117,132,133,148,156,162,169,170,,
166,1,6,21,25,29,30,32,36,97,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,3,9,10,29,30,32,55,97,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1,2,6,9,10,16,18,20,21,22,23,25,29,30,32,36,46,55,59,70,87,92,97,104,113,132,133,148,156,162,170,,,,,,,,,,,
169,1,6,9,10,16,17,25,30,36,55,56,92,97,98,132,133,148,155,162,169,,,,,,,,,,,,,,,,,,,,,,
170,1,2,3,9,10,16,17,18,20,21,23,24,25,29,30,32,36,46,55,70,87,92,97,98,104,113,132,133,148,156,169,170,,,,,,,,,,
171,1,10,16,20,25,29,30,36,55,92,97,132,133,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1,2,6,9,10,16,17,18,21,22,23,25,29,30,32,36,59,70,87,92,97,104,113,117,132,133,148,162,169,,,,,,,,,,,,,
173,1,2,6,9,10,16,17,18,19,20,21,22,23,24,25,29,30,32,36,46,55,59,70,87,92,97,104,113,117,132,133,148,156,162,169,170,,,,,,
174,1,6,9,10,16,20,21,22,25,29,30,32,36,55,59,70,87,97,104,113,132,133,148,156,,,,,,,,,,,,,,,,,,
175,1,6,10,18,19,21,25,29,32,36,55,59,97,98,133,148,169,170,,,,,,,,,,,,,,,,,,,,,,,,
176,1,2,6,9,10,16,18,19,20,21,22,23,25,29,30,32,36,46,55,56,59,70,87,97,104,113,117,132,133,148,162,169,170,,,,,,,,,
177,1,6,10,20,21,25,30,36,55,59,97,104,113,132,133,148,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1,2,3,6,9,10,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,87,92,97,98,104,113,117,132,133,148,156,162,169,170,,,,,
179,1,2,9,10,16,18,21,22,23,25,29,30,32,36,46,55,56,87,92,97,104,113,132,133,148,162,169,,,,,,,,,,,,,,,
180,1,6,18,19,20,21,22,23,25,30,32,36,46,55,59,70,87,92,97,104,113,117,132,133,148,156,169,170,,,,,,,,,,,,,,
181,1,9,10,18,25,30,59,97,113,162,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1,2,3,6,9,10,16,17,18,19,20,21,22,23,24,25,29,30,32,36,46,55,56,59,70,80,87,92,97,98,104,113,117,132,133,148,155,156,162,169,170,
183,1,2,3,6,9,10,16,18,19,20,21,22,23,25,29,30,32,36,55,59,70,80,87,92,97,98,104,113,117,132,133,148,156,162,169,,,,,,,
184,1,6,9,10,16,18,19,20,21,22,25,29,30,32,36,46,55,59,70,87,92,97,98,104,113,132,133,148,156,162,169,,,,,,,,,,,
185,1,3,6,9,10,16,17,18,19,20,21,22,23,25,30,32,36,46,55,59,70,87,92,97,98,104,117,132,133,148,155,156,169,170,,,,,,,,
186,1,2,3,6,9,10,16,18,20,21,22,23,25,29,30,32,36,46,55,59,92,97,98,104,113,132,133,148,155,156,169,170,,,,,,,,,,
187,1,2,3,6,10,16,17,18,19,20,21,22,23,24,25,29,30,32,36,46,55,59,70,87,92,97,98,104,113,117,132,133,148,169,170,,,,,,,
188,1,2,6,9,10,16,17,18,20,21,22,24,25,29,30,32,36,46,55,59,70,87,92,97,98,104,113,117,132,133,148,153,155,156,162,169,170,,,,,
189,1,2,16,18,21,23,25,29,30,32,36,46,55,59,97,104,132,133,,,,,,,,,,,,,,,,,,,,,,,,
190,1,2,10,16,18,21,23,30,32,36,55,97,104,132,156,169,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1,2,6,9,10,16,18,20,22,25,29,30,32,36,55,59,70,87,92,97,113,117,132,133,156,162,169,,,,,,,,,,,,,,,
192,1,2,3,6,9,10,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,87,92,97,98,104,113,132,133,148,153,156,169,170,,,,,,,
193,1,2,3,6,9,10,16,17,18,20,21,22,23,25,29,30,32,36,46,55,56,59,70,87,92,97,104,113,132,133,148,155,156,169,170,,,,,,,
194,1,2,3,6,10,16,18,21,23,25,29,30,46,55,59,92,97,104,132,169,170,,,,,,,,,,,,,,,,,,,,,
195,1,6,9,10,16,18,20,22,25,29,30,36,55,59,92,97,113,132,133,156,162,169,,,,,,,,,,,,,,,,,,,,
196,1,2,3,6,9,10,16,17,18,20,21,22,23,24,25,29,30,32,36,46,55,59,70,87,92,97,98,113,132,133,148,155,156,162,169,,,,,,,
197,1,6,9,10,16,17,18,20,21,22,23,29,30,32,36,55,59,70,92,97,117,132,148,155,156,162,169,170,,,,,,,,,,,,,,
