1,1,3,6,9,16,18,20,21,22,23,25,29,30,32,36,46,55,70,80,87,92,97,98,104,113,117,132,133,148,156,169,,,,,,,,,,,
2,1,3,20,21,23,24,29,32,36,46,55,59,97,98,104,113,132,155,156,169,,,,,,,,,,,,,,,,,,,,,,
3,1,2,3,17,18,19,20,21,23,29,32,36,46,55,59,97,98,148,156,169,170,,,,,,,,,,,,,,,,,,,,,
4,1,6,9,16,19,20,21,22,23,25,29,32,36,46,55,59,70,87,92,97,113,133,148,162,169,,,,,,,,,,,,,,,,,
5,1,3,17,18,21,29,30,32,36,46,55,97,104,113,148,169,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,3,6,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,56,59,70,87,92,97,98,104,113,132,133,148,153,156,169,170,,,,,,,,
7,1,2,3,21,23,25,29,30,32,36,46,55,70,87,97,98,104,113,133,148,156,169,170,,,,,,,,,,,,,,,,,,,
8,1,16,17,19,21,23,29,30,32,36,46,55,56,59,92,97,98,104,113,148,156,162,169,170,,,,,,,,,,,,,,,,,,
9,1,6,17,18,20,21,22,23,29,32,36,55,92,97,104,133,148,169,170,,,,,,,,,,,,,,,,,,,,,,,
10,1,2,3,6,9,16,17,18,19,21,22,23,25,29,30,32,36,46,55,56,59,70,87,92,97,98,104,113,133,148,156,162,169,170,,,,,,,,
11,18,20,29,30,55,98,113,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,2,3,17,18,19,20,22,23,24,29,30,32,36,46,55,59,80,92,97,104,113,132,133,148,156,169,170,,,,,,,,,,,,,,
13,1,3,9,16,18,20,21,22,23,25,29,32,36,46,55,56,97,98,104,113,117,132,133,156,169,,,,,,,,,,,,,,,,,
14,1,3,6,18,19,29,30,32,36,56,59,92,97,104,113,133,169,170,,,,,,,,,,,,,,,,,,,,,,,,
15,1,2,3,6,16,17,20,21,22,23,25,29,30,32,36,46,55,56,59,70,87,92,97,98,104,113,133,148,156,162,169,,,,,,,,,,,
16,1,16,18,23,24,25,29,32,36,46,59,92,97,98,104,113,133,148,162,169,170,,,,,,,,,,,,,,,,,,,,,
17,1,6,19,21,22,23,25,29,30,32,36,46,55,59,70,87,97,98,104,113,133,148,162,169,170,,,,,,,,,,,,,,,,,
18,1,2,6,17,18,25,29,32,36,55,56,59,87,92,97,98,113,132,133,148,169,170,,,,,,,,,,,,,,,,,,,,
19,1,2,6,9,18,19,20,21,22,23,25,29,30,32,36,46,55,56,59,70,92,97,98,104,117,133,162,169,170,,,,,,,,,,,,,
20,1,6,9,16,18,20,21,23,25,29,30,32,36,46,55,59,70,92,97,98,104,113,133,148,156,162,169,,,,,,,,,,,,,,,
21,1,2,3,10,16,17,18,19,20,21,22,23,24,25,29,32,36,46,55,56,59,70,92,97,98,104,113,133,148,155,169,170,,,,,,,,,,
22,1,3,6,18,19,20,21,23,25,29,30,32,36,46,55,59,80,92,97,98,104,113,133,148,156,162,169,170,,,,,,,,,,,,,,
23,1,2,3,17,18,19,21,23,29,32,36,55,56,70,87,97,98,104,117,133,169,170,,,,,,,,,,,,,,,,,,,,
24,1,3,6,9,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,87,92,97,98,104,113,117,132,133,148,156,162,169,,,,,,,,
25,1,2,6,10,16,18,21,22,23,24,25,29,30,32,36,46,55,56,59,70,80,87,97,113,132,133,148,169,170,,,,,,,,,,,,,
26,1,2,6,9,18,21,22,23,25,30,32,36,55,56,70,87,92,97,104,133,148,169,,,,,,,,,,,,,,,,,,,,
27,1,18,22,32,36,46,55,56,98,104,113,117,132,133,148,153,169,,,,,,,,,,,,,,,,,,,,,,,,,
28,1,3,18,21,23,29,32,36,46,55,59,80,92,97,104,113,148,155,156,169,,,,,,,,,,,,,,,,,,,,,,
29,1,2,6,9,16,17,19,21,22,23,25,29,30,32,36,46,55,59,70,87,92,97,104,113,132,133,148,162,169,170,,,,,,,,,,,,
30,1,2,3,6,10,16,17,18,19,20,23,29,30,36,55,56,70,87,92,98,113,153,162,169,170,,,,,,,,,,,,,,,,,
31,1,18,21,29,32,46,55,56,59,97,98,104,113,132,170,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1,2,6,9,16,17,19,21,22,23,25,29,30,32,36,46,55,59,70,87,92,97,104,113,133,148,156,169,,,,,,,,,,,,,,
33,1,2,9,17,18,19,20,21,23,25,29,32,36,46,55,92,98,104,133,148,156,169,170,,,,,,,,,,,,,,,,,,,
34,1,6,9,17,20,21,22,23,25,29,30,32,36,46,55,87,97,98,104,113,132,133,148,156,169,170,,,,,,,,,,,,,,,,
35,1,2,3,6,9,16,17,18,19,20,21,22,23,25,29,32,36,46,55,59,70,87,92,97,98,104,113,117,132,133,148,155,156,162,169,170,,,,,,
36,1,2,3,6,21,22,23,25,29,32,36,46,55,59,92,97,98,104,113,132,133,148,156,169,170,,,,,,,,,,,,,,,,,
37,1,2,16,17,18,19,21,22,25,29,32,36,46,55,59,92,97,104,113,117,133,148,162,169,170,,,,,,,,,,,,,,,,,
38,1,2,6,9,16,17,18,19,20,22,23,24,25,29,30,32,36,46,55,59,80,92,97,104,113,132,133,148,162,169,170,,,,,,,,,,,
39,6,25,32,55,56,104,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1,3,16,18,19,20,21,22,23,25,29,32,36,46,55,59,92,97,98,104,113,133,155,156,169,170,,,,,,,,,,,,,,,,
41,1,6,9,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,56,70,87,92,97,98,104,113,117,132,133,148,169,,,,,,,,,,,
42,1,6,9,16,22,25,30,32,36,46,55,59,97,113,117,132,133,170,,,,,,,,,,,,,,,,,,,,,,,,
43,1,2,3,6,9,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,87,92,97,98,104,113,117,132,133,148,156,169,170,,,,,,,
44,46,56,156,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,6,17,18,19,21,22,25,29,30,32,36,46,55,59,70,80,87,92,97,104,113,133,148,169,170,,,,,,,,,,,,,,,,
46,1,18,19,20,21,22,24,25,29,32,36,46,55,70,92,97,98,104,113,132,133,148,156,169,,,,,,,,,,,,,,,,,,
47,1,3,6,9,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,80,87,92,97,98,104,113,132,133,148,156,162,169,170,,,,,,,
48,1,2,3,17,18,20,21,22,23,29,30,32,55,56,59,80,92,97,98,104,117,148,153,155,169,170,,,,,,,,,,,,,,,,
49,1,2,6,9,10,16,17,18,20,21,22,23,25,29,30,32,36,46,55,56,59,70,87,92,97,98,104,113,117,132,133,148,153,156,162,169,170,,,,,
50,1,2,3,6,17,20,22,25,29,32,36,46,55,59,92,97,98,104,113,132,133,148,169,,,,,,,,,,,,,,,,,,,
51,1,2,3,6,9,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,80,87,92,97,98,104,113,117,132,133,148,155,156,162,169,170,,,,
52,1,2,3,16,18,19,20,21,22,23,25,29,32,36,46,55,59,70,97,98,104,113,133,148,169,170,,,,,,,,,,,,,,,,
53,1,2,3,6,9,10,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,80,87,92,97,98,104,113,132,133,148,155,156,162,169,170,,,,
54,1,16,18,46,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1,2,6,18,19,20,21,22,23,25,29,30,32,36,46,55,56,104,113,133,148,153,169,170,,,,,,,,,,,,,,,,,,
56,1,2,3,6,16,18,19,20,21,22,23,24,25,29,30,32,36,46,55,56,59,92,97,98,104,113,133,148,156,162,169,170,,,,,,,,,,
57,1,2,6,17,18,19,22,23,24,25,29,32,36,55,59,80,87,92,97,104,113,133,148,155,156,169,170,,,,,,,,,,,,,,,
58,1,3,6,16,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,87,92,97,98,104,113,133,148,156,162,169,170,,,,,,,,,,,
59,1,2,6,9,10,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,80,87,92,97,98,104,113,117,132,133,148,153,156,162,169,,,,,
60,1,2,3,6,9,10,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,56,59,70,80,87,92,97,98,104,113,132,133,148,153,155,156,162,169,170,,
61,1,2,6,9,16,18,19,20,21,22,23,25,29,30,32,36,46,55,56,59,70,80,87,92,97,98,104,113,132,133,148,153,156,162,169,170,,,,,,
62,1,25,29,30,32,46,55,59,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1,6,16,18,19,20,21,22,29,32,36,46,55,92,97,104,133,148,169,170,,,,,,,,,,,,,,,,,,,,,,
64,1,6,16,19,20,21,22,23,30,32,36,46,55,59,70,87,92,97,113,132,133,148,156,162,169,170,,,,,,,,,,,,,,,,
65,1,2,3,6,9,10,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,92,97,104,113,132,133,148,169,170,,,,,,,,,,
66,1,2,3,6,9,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,80,87,92,97,98,104,113,117,132,133,148,155,156,162,169,170,,,,
67,1,2,6,9,16,17,18,19,20,22,25,29,30,32,36,55,59,70,87,92,97,98,104,132,133,148,156,162,169,170,,,,,,,,,,,,
68,1,2,6,9,10,16,17,18,19,20,21,22,23,24,25,29,30,32,36,46,55,59,70,87,92,97,98,104,113,117,132,133,148,169,170,,,,,,,
69,1,2,3,6,9,16,17,18,19,20,22,24,25,29,30,32,36,55,56,59,87,92,97,104,113,117,132,133,148,169,170,,,,,,,,,,,
70,1,2,3,6,10,16,17,18,19,20,21,22,23,24,25,29,30,32,36,46,55,56,59,70,80,87,92,97,98,104,113,117,132,133,148,156,162,169,170,,,
71,1,2,6,16,18,20,21,22,23,29,30,32,36,46,55,59,70,87,92,97,104,113,117,132,133,148,156,162,169,,,,,,,,,,,,,
72,1,2,3,6,9,16,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,80,87,92,97,104,113,117,133,148,156,162,169,170,,,,,,,,
73,1,2,6,9,16,18,19,20,21,22,25,29,30,32,36,46,55,56,59,70,87,92,97,104,113,117,132,133,148,162,169,170,,,,,,,,,,
74,1,3,6,9,20,22,29,30,32,36,46,55,59,87,92,97,98,104,117,133,148,153,156,162,169,,,,,,,,,,,,,,,,,
75,1,2,6,9,18,20,21,22,25,29,30,32,36,46,55,56,59,70,87,92,97,104,117,133,148,156,162,169,,,,,,,,,,,,,,
76,1,2,3,6,9,10,16,17,18,19,20,21,22,24,25,29,30,32,36,55,59,70,80,87,92,97,98,104,113,117,132,133,148,156,169,170,,,,,,
77,1,2,3,6,9,16,17,18,20,21,22,23,25,29,30,32,36,46,55,59,70,87,92,97,98,104,113,132,133,148,155,156,169,170,,,,,,,,
78,1,2,6,9,16,17,18,20,21,22,23,25,30,32,36,46,55,70,80,87,92,97,104,113,133,148,156,162,169,170,,,,,,,,,,,,
79,1,6,16,17,18,19,20,22,25,29,30,32,36,55,59,70,87,92,97,104,113,132,133,148,162,169,170,,,,,,,,,,,,,,,
80,1,2,6,18,20,21,25,29,30,32,36,55,92,97,104,113,132,133,169,,,,,,,,,,,,,,,,,,,,,,,
81,1,2,6,16,18,20,21,22,23,24,25,29,30,32,36,46,55,56,59,70,87,92,97,98,104,113,132,133,162,169,170,,,,,,,,,,,
82,1,2,6,16,18,19,20,21,22,30,32,36,55,56,59,70,87,92,97,104,133,148,162,169,,,,,,,,,,,,,,,,,,
83,1,2,3,6,9,17,18,20,21,22,23,25,29,30,32,36,46,55,70,87,92,97,98,104,113,133,148,169,170,,,,,,,,,,,,,
84,1,6,16,17,18,21,22,25,29,30,32,36,46,55,59,92,97,104,113,133,148,156,162,,,,,,,,,,,,,,,,,,,
85,1,3,6,9,16,18,19,20,21,22,23,25,29,30,32,36,46,55,56,59,70,87,92,97,98,104,113,132,133,148,169,170,,,,,,,,,,
86,1,3,6,9,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,87,92,97,98,104,113,117,132,133,148,156,162,169,170,,,,,,,
87,1,2,6,18,19,22,25,30,32,36,46,55,70,87,104,113,133,,,,,,,,,,,,,,,,,,,,,,,,,
88,1,18,29,32,92,97,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1,2,6,9,10,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,87,92,97,98,104,113,132,133,148,155,156,162,169,170,,,,,,
90,1,2,3,6,16,17,18,19,20,21,22,23,24,25,29,30,32,36,46,55,56,59,92,97,98,104,113,132,133,148,155,156,169,170,,,,,,,,
91,1,2,6,9,16,17,18,20,21,22,25,29,30,32,36,55,59,70,87,92,97,98,104,113,117,132,133,148,170,,,,,,,,,,,,,
92,1,2,6,18,20,22,25,29,30,32,36,46,55,56,59,87,92,97,98,104,113,132,133,169,,,,,,,,,,,,,,,,,,
93,1,2,6,9,16,17,18,19,20,21,22,24,25,29,30,32,36,46,55,56,59,70,80,87,92,97,98,104,113,117,132,133,148,156,162,169,170,,,,,
94,1,6,16,18,20,22,25,29,30,32,36,46,55,59,70,87,97,104,117,132,133,,,,,,,,,,,,,,,,,,,,,
95,1,2,6,9,10,16,17,18,20,21,22,23,25,29,30,32,36,46,55,59,70,87,92,97,104,113,117,132,133,148,156,162,169,,,,,,,,,
96,1,6,16,17,20,21,23,25,29,30,32,36,55,59,92,97,104,113,133,148,156,169,,,,,,,,,,,,,,,,,,,,
97,1,2,6,18,19,20,21,22,23,24,25,29,30,32,36,46,55,56,59,70,87,92,97,98,104,113,132,133,153,156,169,,,,,,,,,,,
98,1,2,6,9,16,17,18,19,20,21,22,23,24,25,29,30,32,36,46,55,56,59,70,80,87,92,97,98,104,113,117,132,133,148,156,162,169,170,,,,
99,1,2,6,9,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,80,87,92,97,98,104,113,132,133,148,156,162,169,170,,,,,,,
100,1,2,3,6,9,10,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,80,87,92,97,98,104,113,117,132,133,148,155,156,162,169,170,,,
101,1,2,3,6,9,10,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,56,59,70,80,87,92,97,98,104,113,132,133,148,156,162,169,170,,,,
102,1,2,3,6,9,10,16,17,18,20,21,22,25,29,30,32,36,46,55,59,70,87,92,97,104,113,117,132,133,148,155,156,162,169,,,,,,,,
103,1,2,3,6,9,16,17,18,19,20,21,22,25,29,30,32,36,46,55,59,70,80,87,92,97,98,104,113,117,132,133,148,155,156,162,169,170,,,,,
104,1,2,6,9,10,16,17,18,19,20,22,24,25,29,30,32,36,55,59,70,80,87,92,97,98,104,113,117,132,133,148,155,156,169,170,,,,,,,
105,1,2,9,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,87,92,97,104,133,148,153,156,169,170,,,,,,,,,,,,
106,1,3,10,16,20,21,22,23,32,36,55,59,92,97,98,104,113,132,148,156,169,,,,,,,,,,,,,,,,,,,,,
107,1,2,3,6,9,10,16,18,20,21,22,23,25,29,30,32,36,46,55,56,59,70,87,92,97,104,113,117,132,133,148,155,156,162,169,170,,,,,,
108,1,9,10,18,22,30,32,59,70,87,97,113,117,132,148,156,162,169,,,,,,,,,,,,,,,,,,,,,,,,
109,1,6,25,30,32,55,133,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1,2,6,9,10,16,17,18,19,20,22,25,29,30,32,36,55,59,70,87,92,97,113,117,132,133,148,162,169,170,,,,,,,,,,,,
111,1,2,3,6,9,10,16,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,87,92,97,98,104,113,132,133,148,155,156,169,170,,,,,,
112,1,2,3,6,9,10,16,17,18,20,21,22,25,29,30,32,36,46,55,59,70,87,92,97,98,104,113,132,133,148,153,162,169,170,,,,,,,,
113,1,2,3,6,16,17,18,20,21,22,23,25,29,30,32,36,46,55,59,70,80,87,92,97,98,104,113,132,133,148,156,,,,,,,,,,,
114,1,2,6,9,10,16,18,19,20,22,23,25,30,32,36,46,55,59,70,87,92,97,98,104,113,117,132,133,148,162,169,,,,,,,,,,,
115,1,2,6,9,10,16,18,19,20,21,22,23,25,29,30,32,36,55,59,70,87,92,97,98,104,113,117,132,133,148,156,162,170,,,,,,,,,
116,1,2,6,9,10,17,18,19,20,21,22,23,25,29,30,32,36,46,55,59,70,80,87,97,104,132,133,148,162,169,170,,,,,,,,,,,
117,1,2,3,6,9,10,16,17,18,19,21,22,23,24,25,29,30,32,36,46,55,56,59,70,80,87,92,97,98,104,113,132,133,148,153,155,156,162,169,170,,
118,1,2,6,10,16,17,18,20,21,22,23,25,29,32,36,46,55,56,59,92,97,104,113,132,133,148,162,169,170,,,,,,,,,,,,,
119,1,6,16,17,18,19,22,25,30,32,36,46,55,59,70,97,132,133,148,156,169,,,,,,,,,,,,,,,,,,,,,
